ID,Title,Year,Database,Journal,demographic_relevance,demographic_relevance_label,demographic_relevance_variables,demographic_relevance_rationale
380,Comparative electromyography analysis of subphase gait disorder in chronic stroke survivors.,2024,PubMed,PeerJ,0,Demographic variables not part of the research question,,"The study compares sEMG signals between stroke patients and healthy controls, with no demographic variables as primary exposures or comparison factors."
381,Finger Tracking Using Wrist-Worn EMG Sensors,2024,IEEE,IEEE Transactions on Mobile Computing,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on technical finger tracking using wrist EMG sensors and does not address demographic variables as part of the research question.
385,Accurate Identification of Motoneuron Discharges From Ultrasound Images Across the Full Muscle Cross-Section,2024,IEEE,IEEE Transactions on Biomedical Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The abstract does not mention any demographic variables as part of the research question; it focuses on a method for motoneuron discharge identification from ultrasound images.
386,A Cross-Subject sEMG-to-Speech Conversion System Using Content Features and Model Calibration,2025,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on developing a cross-subject sEMG-to-speech conversion system without any primary comparison or exposure based on demographic variables; demographics are not part of the research question.
388,Koopman-Driven Grip Force Prediction Through EMG Sensing,2025,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study focuses on sEMG-based grip force prediction without addressing demographic or physiological differences as research variables.
389,Design and Validation of a Novel Human–Machine Interface System Based on Multisource Data Fusion,2025,IEEE,IEEE Transactions on Instrumentation and Measurement,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The abstract does not mention any demographic variables; the research focuses solely on the technical aspects of the HMI system.
392,sEMG-Based Joint Angle Estimation via Hierarchical Spiking Attentional Feature Decomposition Network,2025,IEEE,IEEE Robotics and Automation Letters,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The study focuses on sEMG-based joint angle estimation using a neural network, with no mention of demographic variables as exposures or comparisons."
393,Investigating the Impact of Training Protocols on Myoelectric Pattern Recognition Control in Upper-Limb Amputees,2025,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,,"The study focuses on training protocols for myoelectric pattern recognition and does not include demographic variables in the research question, nor as eligibility criteria or primary comparisons."
394,Reconstructing Unseen Sentences From Speech-Related Biosignals for Open-Vocabulary Neural Communication,2025,IEEE,IEEE Transactions on Neural Systems and Rehabilitation Engineering,0,Demographic variables not part of the research question,,The study focuses on decoding speech from EEG/EMG signals without any demographic comparisons or restrictions.
395,Neck EMG-Based Estimation of Upper-Limb Muscle Tension,2026,IEEE,IEEE Sensors Letters,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,"The abstract focuses on EMG-based estimation of muscle tension and does not mention any demographic variables as part of the research question, eligibility criteria, or central comparisons."
398,Gluteus minimus: an intramuscular EMG investigation of anterior and posterior segments during gait.,2014,PubMed,Gait &amp; Posture,0,Demographic variables not part of the research question,,The study compares anterior and posterior gluteus minimus segments during gait; demographics (only sex mentioned) are not part of the research question.
399,Hand and Wrist Movement Control of Myoelectric Prosthesis Based on Synergy,2015,IEEE,IEEE Transactions on Human-Machine Systems,0,Demographic variables not part of the research question,sex/gender; age; race/ethnicity; skin phenotype; related physiology,The study does not involve demographic variables as part of the research question; it focuses solely on EMG-based control using muscle synergies.
